turnover,code,age,gender,educ,manager,cont_hour,cont_type,lmx,infoshare,voice,paysatis,fair,proact,caropp,N,FTEN,FTELY,employee_council,hr_rep,n_levels,n_deps,n_magers,familybiz,HR1,HR2,HR3,HR4,HR5,HR6,HR7,HR8,HR9,superboard,adv_board,corp_entr,stratplan,entr_orient
2,FGorange,58.14,0,6,0,8.44,1,3.67,2.5,2,4,3.94,-0.54,3.33,-32.27166437,-26.40302613,-22.52063274,-0.170563961,-0.44085282,-0.667125172,-1.770976616,-1.463548831,-0.549518569,-0.136176066,-1.150618982,-0.828060523,-1.149931224,0.460797799,0.812929849,0.905089409,-0.044704264,0.149243466,-0.04561161,-0.085434174,0.742225294,-0.150962898,-0.573448976
2,FGorange,46.14,0,6,0,8.44,1,3.83,3.5,2,3.67,3.25,0.66,2,-32.27166437,-26.40302613,-22.52063274,-0.170563961,-0.44085282,-0.667125172,-1.770976616,-1.463548831,-0.549518569,-0.136176066,-1.150618982,-0.828060523,-1.149931224,0.460797799,0.812929849,0.905089409,-0.044704264,0.149243466,-0.04561161,-0.085434174,0.742225294,-0.150962898,-0.573448976
2.666666667,FGorange,40.14,0,6,0,8.44,1,2.75,1.5,1.5,3.67,3.38,0.26,1.33,-32.27166437,-26.40302613,-22.52063274,-0.170563961,-0.44085282,-0.667125172,-1.770976616,-1.463548831,-0.549518569,-0.136176066,-1.150618982,-0.828060523,-1.149931224,0.460797799,0.812929849,0.905089409,-0.044704264,0.149243466,-0.04561161,-0.085434174,0.742225294,-0.150962898,-0.573448976
1.666666667,FGpurple  ,27.14,1,4,0,6.44,1,4.58,1,2.25,4,4.63,-0.94,3,-31.27166437,-21.40302613,-17.52063274,-0.170563961,-0.44085282,-2.667125172,0.229023384,-3.463548831,0.450481431,-1.136176066,0.849381018,0.171939477,1.850068776,-0.539202201,0.812929849,0.905089409,-0.044704264,0.149243466,-0.04561161,-0.085434174,0.742225294,0.541344794,-2.462337865
2,FGpurple  ,31.14,0,2,0,6.44,1,3.83,4,3.75,4,3.94,-0.94,3,-31.27166437,-21.40302613,-17.52063274,-0.170563961,-0.44085282,-2.667125172,0.229023384,-3.463548831,0.450481431,-1.136176066,0.849381018,0.171939477,1.850068776,-0.539202201,0.812929849,0.905089409,-0.044704264,0.149243466,-0.04561161,-0.085434174,0.742225294,0.541344794,-2.462337865
1.666666667,FGpurple  ,33.14,0,2,0,6.44,1,4,4,3.75,3.67,4.07,-1.14,4,-31.27166437,-21.40302613,-17.52063274,-0.170563961,-0.44085282,-2.667125172,0.229023384,-3.463548831,0.450481431,-1.136176066,0.849381018,0.171939477,1.850068776,-0.539202201,0.812929849,0.905089409,-0.044704264,0.149243466,-0.04561161,-0.085434174,0.742225294,0.541344794,-2.462337865
2,FGred,57.14,0,7,1,8.44,1,3.58,1.5,2.75,3.33,2.88,0.06,2,-22.27166437,-12.40302613,-8.520632737,-0.170563961,0.55914718,0.332874828,1.229023384,0.536451169,0.450481431,-0.136176066,-1.150618982,-0.828060523,-1.149931224,-0.539202201,-0.187070151,-0.094910591,-0.044704264,-0.850756534,-0.04561161,-0.085434174,0.170796722,-0.150962898,-0.240115643
2.333333333,FGred,26.14,1,3,0,6.44,1,3.92,3,2.5,2.67,2.88,0.06,1,-22.27166437,-12.40302613,-8.520632737,-0.170563961,0.55914718,0.332874828,1.229023384,0.536451169,0.450481431,-0.136176066,-1.150618982,-0.828060523,-1.149931224,-0.539202201,-0.187070151,-0.094910591,-0.044704264,-0.850756534,-0.04561161,-0.085434174,0.170796722,-0.150962898,-0.240115643
3.333333333,FGred,44.14,0,4,0,8.44,1,3,1,1.5,3.67,2.63,0.06,2.33,-22.27166437,-12.40302613,-8.520632737,-0.170563961,0.55914718,0.332874828,1.229023384,0.536451169,0.450481431,-0.136176066,-1.150618982,-0.828060523,-1.149931224,-0.539202201,-0.187070151,-0.094910591,-0.044704264,-0.850756534,-0.04561161,-0.085434174,0.170796722,-0.150962898,-0.240115643
1.333333333,FGred,32.14,0,4,0,8.44,1,3.67,2.5,3.5,3.33,3.75,-0.14,4.33,-22.27166437,-12.40302613,-8.520632737,-0.170563961,0.55914718,0.332874828,1.229023384,0.536451169,0.450481431,-0.136176066,-1.150618982,-0.828060523,-1.149931224,-0.539202201,-0.187070151,-0.094910591,-0.044704264,-0.850756534,-0.04561161,-0.085434174,0.170796722,-0.150962898,-0.240115643
2.333333333,FGred,19.14,1,6,0,-15.56,0,3.17,3,1.75,2.33,3.25,-1.14,4,-22.27166437,-12.40302613,-8.520632737,-0.170563961,0.55914718,0.332874828,1.229023384,0.536451169,0.450481431,-0.136176066,-1.150618982,-0.828060523,-1.149931224,-0.539202201,-0.187070151,-0.094910591,-0.044704264,-0.850756534,-0.04561161,-0.085434174,0.170796722,-0.150962898,-0.240115643
1.666666667,FGred,49.14,0,3,0,8.44,1,3.33,1.5,2.5,2.67,2.88,0.66,2,-22.27166437,-12.40302613,-8.520632737,-0.170563961,0.55914718,0.332874828,1.229023384,0.536451169,0.450481431,-0.136176066,-1.150618982,-0.828060523,-1.149931224,-0.539202201,-0.187070151,-0.094910591,-0.044704264,-0.850756534,-0.04561161,-0.085434174,0.170796722,-0.150962898,-0.240115643
2.666666667,FGred,18.14,0,4,0,4.44,0,3.33,5,2.25,3.67,3.63,-0.34,3.33,-22.27166437,-12.40302613,-8.520632737,-0.170563961,0.55914718,0.332874828,1.229023384,0.536451169,0.450481431,-0.136176066,-1.150618982,-0.828060523,-1.149931224,-0.539202201,-0.187070151,-0.094910591,-0.044704264,-0.850756534,-0.04561161,-0.085434174,0.170796722,-0.150962898,-0.240115643
2,FGred,32.14,0,6,0,8.44,1,3.33,4,4.25,3,3,0.66,3,-22.27166437,-12.40302613,-8.520632737,-0.170563961,0.55914718,0.332874828,1.229023384,0.536451169,0.450481431,-0.136176066,-1.150618982,-0.828060523,-1.149931224,-0.539202201,-0.187070151,-0.094910591,-0.044704264,-0.850756534,-0.04561161,-0.085434174,0.170796722,-0.150962898,-0.240115643
2.333333333,FGsilver,24.14,1,5,0,7.44,1,3.33,2.5,1.5,3.33,3.57,-0.94,3,-22.27166437,57.59697387,61.47936726,-0.170563961,-0.44085282,-2.667125172,-2.770976616,-2.463548831,0.450481431,-1.136176066,1.849381018,0.171939477,1.850068776,-0.539202201,0.812929849,0.905089409,0.955295736,1.149243466,-0.04561161,-0.085434174,-1.257774706,0.079806332,-2.017893421
3.666666667,FGsilver,41.14,0,6,0,8.44,1,2.17,2,2.25,2.67,2.38,-0.34,2,-22.27166437,57.59697387,61.47936726,-0.170563961,-0.44085282,-2.667125172,-2.770976616,-2.463548831,0.450481431,-1.136176066,1.849381018,0.171939477,1.850068776,-0.539202201,0.812929849,0.905089409,0.955295736,1.149243466,-0.04561161,-0.085434174,-1.257774706,0.079806332,-2.017893421
1.333333333,FGsilver,46.14,0,3,0,8.44,1,3.67,2,2.5,3.33,3.63,-0.14,2.66,-22.27166437,57.59697387,61.47936726,-0.170563961,-0.44085282,-2.667125172,-2.770976616,-2.463548831,0.450481431,-1.136176066,1.849381018,0.171939477,1.850068776,-0.539202201,0.812929849,0.905089409,0.955295736,1.149243466,-0.04561161,-0.085434174,-1.257774706,0.079806332,-2.017893421
1,FGsilver,46.14,1,3,0,8.44,1,3.83,4,1.75,4,4,-1.54,3.33,-22.27166437,57.59697387,61.47936726,-0.170563961,-0.44085282,-2.667125172,-2.770976616,-2.463548831,0.450481431,-1.136176066,1.849381018,0.171939477,1.850068776,-0.539202201,0.812929849,0.905089409,0.955295736,1.149243466,-0.04561161,-0.085434174,-1.257774706,0.079806332,-2.017893421
4,FGsilver,21.14,1,4,0,8.44,0,2.83,2,2,1.67,1.75,-0.74,1.66,-22.27166437,57.59697387,61.47936726,-0.170563961,-0.44085282,-2.667125172,-2.770976616,-2.463548831,0.450481431,-1.136176066,1.849381018,0.171939477,1.850068776,-0.539202201,0.812929849,0.905089409,0.955295736,1.149243466,-0.04561161,-0.085434174,-1.257774706,0.079806332,-2.017893421
1,FGsilver,56.14,1,3,0,10.44,1,3.83,2.5,2,4,3.5,-0.14,3.66,-22.27166437,57.59697387,61.47936726,-0.170563961,-0.44085282,-2.667125172,-2.770976616,-2.463548831,0.450481431,-1.136176066,1.849381018,0.171939477,1.850068776,-0.539202201,0.812929849,0.905089409,0.955295736,1.149243466,-0.04561161,-0.085434174,-1.257774706,0.079806332,-2.017893421
3,FGsilver,43.14,1,3,0,8.44,1,2.67,3.5,2,4,3,-0.94,3,-22.27166437,57.59697387,61.47936726,-0.170563961,-0.44085282,-2.667125172,-2.770976616,-2.463548831,0.450481431,-1.136176066,1.849381018,0.171939477,1.850068776,-0.539202201,0.812929849,0.905089409,0.955295736,1.149243466,-0.04561161,-0.085434174,-1.257774706,0.079806332,-2.017893421
1,FGsilver,31.14,0,3,0,8.44,1,3.58,2.5,2,2.67,3.38,-0.14,3.66,-22.27166437,57.59697387,61.47936726,-0.170563961,-0.44085282,-2.667125172,-2.770976616,-2.463548831,0.450481431,-1.136176066,1.849381018,0.171939477,1.850068776,-0.539202201,0.812929849,0.905089409,0.955295736,1.149243466,-0.04561161,-0.085434174,-1.257774706,0.079806332,-2.017893421
1,FGsilver,29.14,0,3,0,8.44,1,4.25,2.5,2.25,3.33,3.69,0.26,3.33,-22.27166437,57.59697387,61.47936726,-0.170563961,-0.44085282,-2.667125172,-2.770976616,-2.463548831,0.450481431,-1.136176066,1.849381018,0.171939477,1.850068776,-0.539202201,0.812929849,0.905089409,0.955295736,1.149243466,-0.04561161,-0.085434174,-1.257774706,0.079806332,-2.017893421
2,FGwhite,58.14,1,7,1,8.44,1,4.75,5,4.75,3.33,4.5,1.06,5,17.72833563,16.59697387,14.47936726,-0.170563961,-0.44085282,-0.667125172,1.229023384,-0.463548831,-0.549518569,-0.136176066,0.849381018,0.171939477,0.850068776,0.460797799,0.812929849,0.905089409,-0.044704264,0.149243466,0.95438839,0.914565826,0.170796722,0.002883255,-0.462337865
1.333333333,FGwhite,44.14,0,5,0,8.44,1,3.75,5,3.75,2.67,3.07,0.06,4.33,17.72833563,16.59697387,14.47936726,-0.170563961,-0.44085282,-0.667125172,1.229023384,-0.463548831,-0.549518569,-0.136176066,0.849381018,0.171939477,0.850068776,0.460797799,0.812929849,0.905089409,-0.044704264,0.149243466,0.95438839,0.914565826,0.170796722,0.002883255,-0.462337865
1.333333333,FGwhite,59.14,0,4,1,8.44,1,4,4,3.5,3.33,3.13,1.06,3,17.72833563,16.59697387,14.47936726,-0.170563961,-0.44085282,-0.667125172,1.229023384,-0.463548831,-0.549518569,-0.136176066,0.849381018,0.171939477,0.850068776,0.460797799,0.812929849,0.905089409,-0.044704264,0.149243466,0.95438839,0.914565826,0.170796722,0.002883255,-0.462337865
1.666666667,FGwhite,50.14,1,2,0,8.44,1,3.25,5,4,3.67,2.75,0.06,2.33,17.72833563,16.59697387,14.47936726,-0.170563961,-0.44085282,-0.667125172,1.229023384,-0.463548831,-0.549518569,-0.136176066,0.849381018,0.171939477,0.850068776,0.460797799,0.812929849,0.905089409,-0.044704264,0.149243466,0.95438839,0.914565826,0.170796722,0.002883255,-0.462337865
2.666666667,FGwhite,60.14,0,7,0,3.44,1,3.92,4,2.5,2.67,3.07,-0.34,2,17.72833563,16.59697387,14.47936726,-0.170563961,-0.44085282,-0.667125172,1.229023384,-0.463548831,-0.549518569,-0.136176066,0.849381018,0.171939477,0.850068776,0.460797799,0.812929849,0.905089409,-0.044704264,0.149243466,0.95438839,0.914565826,0.170796722,0.002883255,-0.462337865
1.666666667,FGwhite,61.14,0,4,0,6.44,1,4.25,5,4.25,3.33,3.57,0.06,3,17.72833563,16.59697387,14.47936726,-0.170563961,-0.44085282,-0.667125172,1.229023384,-0.463548831,-0.549518569,-0.136176066,0.849381018,0.171939477,0.850068776,0.460797799,0.812929849,0.905089409,-0.044704264,0.149243466,0.95438839,0.914565826,0.170796722,0.002883255,-0.462337865
1,FGwhite,30.14,0,6,0,-11.56,1,4.5,4,4.75,4,3.32,-0.74,4,17.72833563,16.59697387,14.47936726,-0.170563961,-0.44085282,-0.667125172,1.229023384,-0.463548831,-0.549518569,-0.136176066,0.849381018,0.171939477,0.850068776,0.460797799,0.812929849,0.905089409,-0.044704264,0.149243466,0.95438839,0.914565826,0.170796722,0.002883255,-0.462337865
1,FGwhite,51.14,0,6,0,8.44,1,4.33,4,4.5,3.67,3.94,0.06,4,17.72833563,16.59697387,14.47936726,-0.170563961,-0.44085282,-0.667125172,1.229023384,-0.463548831,-0.549518569,-0.136176066,0.849381018,0.171939477,0.850068776,0.460797799,0.812929849,0.905089409,-0.044704264,0.149243466,0.95438839,0.914565826,0.170796722,0.002883255,-0.462337865
3.666666667,FGwhite,54.14,1,6,0,-7.56,1,3,3,3.25,3,2.75,-0.14,2.33,17.72833563,16.59697387,14.47936726,-0.170563961,-0.44085282,-0.667125172,1.229023384,-0.463548831,-0.549518569,-0.136176066,0.849381018,0.171939477,0.850068776,0.460797799,0.812929849,0.905089409,-0.044704264,0.149243466,0.95438839,0.914565826,0.170796722,0.002883255,-0.462337865
3.333333333,FGwhite,49.14,1,4,0,1.44,1,2.92,5,3.5,3,2.94,-0.14,3,17.72833563,16.59697387,14.47936726,-0.170563961,-0.44085282,-0.667125172,1.229023384,-0.463548831,-0.549518569,-0.136176066,0.849381018,0.171939477,0.850068776,0.460797799,0.812929849,0.905089409,-0.044704264,0.149243466,0.95438839,0.914565826,0.170796722,0.002883255,-0.462337865
2.666666667,FGwhite,40.14,0,6,0,3.44,1,3.25,4.5,3.5,3.33,3,-0.14,2.66,17.72833563,16.59697387,14.47936726,-0.170563961,-0.44085282,-0.667125172,1.229023384,-0.463548831,-0.549518569,-0.136176066,0.849381018,0.171939477,0.850068776,0.460797799,0.812929849,0.905089409,-0.044704264,0.149243466,0.95438839,0.914565826,0.170796722,0.002883255,-0.462337865
2.333333333,FGwhite,46.14,0,2,0,8.44,1,4.08,5,4.75,3.67,4,0.26,2.33,17.72833563,16.59697387,14.47936726,-0.170563961,-0.44085282,-0.667125172,1.229023384,-0.463548831,-0.549518569,-0.136176066,0.849381018,0.171939477,0.850068776,0.460797799,0.812929849,0.905089409,-0.044704264,0.149243466,0.95438839,0.914565826,0.170796722,0.002883255,-0.462337865
2,FGwhite,35.14,1,7,0,8.44,1,3.58,3.5,4.25,2.33,3.38,1.06,3,17.72833563,16.59697387,14.47936726,-0.170563961,-0.44085282,-0.667125172,1.229023384,-0.463548831,-0.549518569,-0.136176066,0.849381018,0.171939477,0.850068776,0.460797799,0.812929849,0.905089409,-0.044704264,0.149243466,0.95438839,0.914565826,0.170796722,0.002883255,-0.462337865
2,FGwhite,43.14,1,7,0,-6.56,1,3.58,4,3.5,2.33,2.5,-0.14,3,17.72833563,16.59697387,14.47936726,-0.170563961,-0.44085282,-0.667125172,1.229023384,-0.463548831,-0.549518569,-0.136176066,0.849381018,0.171939477,0.850068776,0.460797799,0.812929849,0.905089409,-0.044704264,0.149243466,0.95438839,0.914565826,0.170796722,0.002883255,-0.462337865
3.333333333,FGwhite,58.14,1,6,0,-1.56,1,1.42,3.5,2.5,2.67,1.32,1.06,1.33,17.72833563,16.59697387,14.47936726,-0.170563961,-0.44085282,-0.667125172,1.229023384,-0.463548831,-0.549518569,-0.136176066,0.849381018,0.171939477,0.850068776,0.460797799,0.812929849,0.905089409,-0.044704264,0.149243466,0.95438839,0.914565826,0.170796722,0.002883255,-0.462337865
3,FGwhite,32.14,1,6,0,6.44,1,3.17,4,3.75,4,3.38,0.06,3.33,17.72833563,16.59697387,14.47936726,-0.170563961,-0.44085282,-0.667125172,1.229023384,-0.463548831,-0.549518569,-0.136176066,0.849381018,0.171939477,0.850068776,0.460797799,0.812929849,0.905089409,-0.044704264,0.149243466,0.95438839,0.914565826,0.170796722,0.002883255,-0.462337865
1,FGwhite,43.14,1,3,0,8.44,1,3.58,3,3.5,4.33,3.82,-0.34,4,17.72833563,16.59697387,14.47936726,-0.170563961,-0.44085282,-0.667125172,1.229023384,-0.463548831,-0.549518569,-0.136176066,0.849381018,0.171939477,0.850068776,0.460797799,0.812929849,0.905089409,-0.044704264,0.149243466,0.95438839,0.914565826,0.170796722,0.002883255,-0.462337865
1,FGwhite,48.14,1,5,0,8.44,1,3.75,4,3,4,3.94,-0.14,2.66,17.72833563,16.59697387,14.47936726,-0.170563961,-0.44085282,-0.667125172,1.229023384,-0.463548831,-0.549518569,-0.136176066,0.849381018,0.171939477,0.850068776,0.460797799,0.812929849,0.905089409,-0.044704264,0.149243466,0.95438839,0.914565826,0.170796722,0.002883255,-0.462337865
1,FJamber,50.14,0,3,0,7.44,1,3.42,2,4,3.67,3.94,-0.94,3,-28.27166437,-31.40302613,-27.52063274,-0.170563961,-0.44085282,0.332874828,-2.770976616,0.536451169,0.450481431,-0.136176066,-0.150618982,1.171939477,1.850068776,-0.539202201,-1.187070151,-1.094910591,-0.044704264,-0.850756534,-0.04561161,-0.085434174,-0.972060421,-0.458655206,-0.351226754
3.333333333,FJamber,33.14,0,3,1,7.44,1,3.17,1,3,2.67,2.13,1.06,2,-28.27166437,-31.40302613,-27.52063274,-0.170563961,-0.44085282,0.332874828,-2.770976616,0.536451169,0.450481431,-0.136176066,-0.150618982,1.171939477,1.850068776,-0.539202201,-1.187070151,-1.094910591,-0.044704264,-0.850756534,-0.04561161,-0.085434174,-0.972060421,-0.458655206,-0.351226754
3,FJamber,37.14,0,3,1,8.44,1,3.67,1,3.5,2.67,3.63,0.06,5,-28.27166437,-31.40302613,-27.52063274,-0.170563961,-0.44085282,0.332874828,-2.770976616,0.536451169,0.450481431,-0.136176066,-0.150618982,1.171939477,1.850068776,-0.539202201,-1.187070151,-1.094910591,-0.044704264,-0.850756534,-0.04561161,-0.085434174,-0.972060421,-0.458655206,-0.351226754
2,FJazure,36.14,0,5,1,8.44,1,3.58,3,4,2.67,3.13,-0.14,3.33,-27.27166437,-24.40302613,-20.52063274,-0.170563961,0.55914718,0.332874828,0.229023384,0.536451169,0.450481431,0.863823934,0.849381018,0.171939477,0.850068776,-0.539202201,0.812929849,-0.094910591,-0.044704264,1.149243466,-0.04561161,0.914565826,0.599368151,0.233652486,1.982106579
1,FJazure,64.14,1,3,0,-16.56,1,4.5,4.5,1.5,3.33,3.38,0.06,2.33,-27.27166437,-24.40302613,-20.52063274,-0.170563961,0.55914718,0.332874828,0.229023384,0.536451169,0.450481431,0.863823934,0.849381018,0.171939477,0.850068776,-0.539202201,0.812929849,-0.094910591,-0.044704264,1.149243466,-0.04561161,0.914565826,0.599368151,0.233652486,1.982106579
1,FJazure,27.14,1,6,0,-7.56,1,4.33,4.5,4.5,3.67,4.57,0.26,3.33,-27.27166437,-24.40302613,-20.52063274,-0.170563961,0.55914718,0.332874828,0.229023384,0.536451169,0.450481431,0.863823934,0.849381018,0.171939477,0.850068776,-0.539202201,0.812929849,-0.094910591,-0.044704264,1.149243466,-0.04561161,0.914565826,0.599368151,0.233652486,1.982106579
2.333333333,FJblack,22.14,1,2,0,8.44,1,3.83,5,4.25,3,3.07,0.46,2.66,-32.27166437,-22.40302613,-16.52063274,-0.170563961,-0.44085282,-1.667125172,-1.770976616,-2.463548831,0.450481431,1.863823934,-0.150618982,0.171939477,-0.149931224,-0.539202201,0.812929849,-0.094910591,-0.044704264,1.149243466,-0.04561161,0.914565826,-0.543488992,-0.227885975,-1.017893421
2,FJblack,73.14,0,2,0,8.44,1,4,2,2.75,3,3.63,-0.34,4,-32.27166437,-14.40302613,-0.520632737,-0.170563961,-0.44085282,-1.667125172,-1.770976616,-2.463548831,0.450481431,1.863823934,-0.150618982,0.171939477,-0.149931224,-0.539202201,0.812929849,-0.094910591,-0.044704264,1.149243466,-0.04561161,0.914565826,-0.543488992,-0.227885975,-1.017893421
1,FJblack,29.14,1,3,0,3.44,1,3.92,2,3,4,3,0.06,3,-32.27166437,-26.40302613,-19.52063274,-0.170563961,-0.44085282,-1.667125172,-1.770976616,-2.463548831,0.450481431,1.863823934,-0.150618982,0.171939477,-0.149931224,-0.539202201,0.812929849,-0.094910591,-0.044704264,1.149243466,-0.04561161,0.914565826,-0.543488992,-0.227885975,-1.017893421
2,FJblack,20.14,0,4,0,8.44,1,3.67,2,2.25,3,3.32,-1.14,3.66,-32.27166437,-32.40302613,-19.52063274,-0.170563961,-0.44085282,-1.667125172,-1.770976616,-2.463548831,0.450481431,1.863823934,-0.150618982,0.171939477,-0.149931224,-0.539202201,0.812929849,-0.094910591,-0.044704264,1.149243466,-0.04561161,0.914565826,-0.543488992,-0.227885975,-1.017893421
2,FJblack,28.14,0,3,0,3.44,1,3.67,2,2.75,4,3.13,-0.74,3,-32.27166437,-28.40302613,-20.52063274,-0.170563961,-0.44085282,-1.667125172,-1.770976616,-2.463548831,0.450481431,1.863823934,-0.150618982,0.171939477,-0.149931224,-0.539202201,0.812929849,-0.094910591,-0.044704264,1.149243466,-0.04561161,0.914565826,-0.543488992,-0.227885975,-1.017893421
2,FJblack,22.14,0,3,0,8.44,0,3.58,2.5,3.5,4,3.07,-0.94,4,-32.27166437,-28.40302613,-17.52063274,-0.170563961,-0.44085282,-1.667125172,-1.770976616,-2.463548831,0.450481431,1.863823934,-0.150618982,0.171939477,-0.149931224,-0.539202201,0.812929849,-0.094910591,-0.044704264,1.149243466,-0.04561161,0.914565826,-0.543488992,-0.227885975,-1.017893421
1,FJblue,58.14,0,4,1,8.44,1,4.75,4,4.75,3.67,4.32,0.26,4,-31.27166437,-25.40302613,-22.52063274,-0.170563961,0.55914718,-0.667125172,-1.770976616,-1.463548831,0.450481431,-0.136176066,-0.150618982,-0.828060523,0.850068776,0.460797799,0.812929849,-0.094910591,-0.044704264,0.149243466,-0.04561161,0.914565826,0.599368151,-0.074039822,-0.017893421
2.333333333,FJblue,24.14,0,4,0,8.44,0,3.67,2.5,2.75,3.33,3.44,0.06,4,-31.27166437,-25.40302613,-22.52063274,-0.170563961,0.55914718,-0.667125172,-1.770976616,-1.463548831,0.450481431,-0.136176066,-0.150618982,-0.828060523,0.850068776,0.460797799,0.812929849,-0.094910591,-0.044704264,0.149243466,-0.04561161,0.914565826,0.599368151,-0.074039822,-0.017893421
3,FJblue,52.14,0,2,0,-11.56,1,3.42,3.5,3.5,3,3.19,-0.34,3,-31.27166437,-25.40302613,-22.52063274,-0.170563961,0.55914718,-0.667125172,-1.770976616,-1.463548831,0.450481431,-0.136176066,-0.150618982,-0.828060523,0.850068776,0.460797799,0.812929849,-0.094910591,-0.044704264,0.149243466,-0.04561161,0.914565826,0.599368151,-0.074039822,-0.017893421
2,FJblue,20.14,1,2,0,8.44,0,3.5,3,3.25,3.33,3.38,-0.94,3.66,-31.27166437,-25.40302613,-22.52063274,-0.170563961,0.55914718,-0.667125172,-1.770976616,-1.463548831,0.450481431,-0.136176066,-0.150618982,-0.828060523,0.850068776,0.460797799,0.812929849,-0.094910591,-0.044704264,0.149243466,-0.04561161,0.914565826,0.599368151,-0.074039822,-0.017893421
1.333333333,FJgold,46.14,0,4,1,8.44,1,4.33,4.5,3.75,4,3.88,0.26,4,-29.27166437,-22.40302613,-19.52063274,-0.170563961,-0.44085282,-1.667125172,-0.770976616,-1.463548831,0.450481431,0.863823934,-0.150618982,0.171939477,-0.149931224,-0.539202201,-0.187070151,-0.094910591,-0.044704264,0.149243466,-0.04561161,-0.085434174,0.599368151,0.541344794,0.759884357
2,FJgold,47.14,0,3,0,8.44,1,2.17,2,3.25,3.67,3,-0.74,3,-29.27166437,-22.40302613,-19.52063274,-0.170563961,-0.44085282,-1.667125172,-0.770976616,-1.463548831,0.450481431,0.863823934,-0.150618982,0.171939477,-0.149931224,-0.539202201,-0.187070151,-0.094910591,-0.044704264,0.149243466,-0.04561161,-0.085434174,0.599368151,0.541344794,0.759884357
3,FJgold,38.14,0,3,0,8.44,1,3.58,4,4.75,3,3.88,-0.74,3,-29.27166437,-22.40302613,-19.52063274,-0.170563961,-0.44085282,-1.667125172,-0.770976616,-1.463548831,0.450481431,0.863823934,-0.150618982,0.171939477,-0.149931224,-0.539202201,-0.187070151,-0.094910591,-0.044704264,0.149243466,-0.04561161,-0.085434174,0.599368151,0.541344794,0.759884357
3.333333333,FJgreen,26.14,0,5,0,-11.56,1,3.92,4,4.25,3,2.75,-0.14,3.66,17.72833563,22.59697387,16.47936726,-0.170563961,0.55914718,0.332874828,0.229023384,1.536451169,-0.549518569,-1.136176066,-0.150618982,0.171939477,-0.149931224,0.460797799,-0.187070151,-0.094910591,-0.044704264,0.149243466,-0.04561161,-0.085434174,-0.257774706,0.079806332,-0.684560088
1,FJgreen,53.14,1,3,1,8.44,1,3.75,4.5,4,4,3.88,0.06,4,17.72833563,22.59697387,16.47936726,-0.170563961,0.55914718,0.332874828,0.229023384,1.536451169,-0.549518569,-1.136176066,-0.150618982,0.171939477,-0.149931224,0.460797799,-0.187070151,-0.094910591,-0.044704264,0.149243466,-0.04561161,-0.085434174,-0.257774706,0.079806332,-0.684560088
1,FJgreen,38.14,1,6,1,8.44,1,3.42,5,2.25,1.67,2.25,1.06,2.33,17.72833563,22.59697387,16.47936726,-0.170563961,0.55914718,0.332874828,0.229023384,1.536451169,-0.549518569,-1.136176066,-0.150618982,0.171939477,-0.149931224,0.460797799,-0.187070151,-0.094910591,-0.044704264,0.149243466,-0.04561161,-0.085434174,-0.257774706,0.079806332,-0.684560088
2,FJgreen,54.14,1,3,0,3.44,1,3.5,5,3.25,4,3.13,-0.14,2,17.72833563,22.59697387,16.47936726,-0.170563961,0.55914718,0.332874828,0.229023384,1.536451169,-0.549518569,-1.136176066,-0.150618982,0.171939477,-0.149931224,0.460797799,-0.187070151,-0.094910591,-0.044704264,0.149243466,-0.04561161,-0.085434174,-0.257774706,0.079806332,-0.684560088
1.666666667,FJgreen,52.14,1,3,0,8.44,0,3.58,4.5,3.5,3,3.44,0.26,3.66,17.72833563,22.59697387,16.47936726,-0.170563961,0.55914718,0.332874828,0.229023384,1.536451169,-0.549518569,-1.136176066,-0.150618982,0.171939477,-0.149931224,0.460797799,-0.187070151,-0.094910591,-0.044704264,0.149243466,-0.04561161,-0.085434174,-0.257774706,0.079806332,-0.684560088
1,FJgreen,50.14,1,3,0,8.44,1,3.83,5,4.75,4.67,4.5,-0.14,5,17.72833563,22.59697387,16.47936726,-0.170563961,0.55914718,0.332874828,0.229023384,1.536451169,-0.549518569,-1.136176066,-0.150618982,0.171939477,-0.149931224,0.460797799,-0.187070151,-0.094910591,-0.044704264,0.149243466,-0.04561161,-0.085434174,-0.257774706,0.079806332,-0.684560088
2.666666667,FJgreen,56.14,1,4,0,3.44,1,3.17,5,3.75,3.67,2.94,-0.14,3,17.72833563,22.59697387,16.47936726,-0.170563961,0.55914718,0.332874828,0.229023384,1.536451169,-0.549518569,-1.136176066,-0.150618982,0.171939477,-0.149931224,0.460797799,-0.187070151,-0.094910591,-0.044704264,0.149243466,-0.04561161,-0.085434174,-0.257774706,0.079806332,-0.684560088
1.666666667,FJgrey,50.14,1,3,0,1.44,1,4.08,4,3.75,3.67,3.82,-0.14,3,-29.27166437,7.596973865,11.47936726,-0.170563961,-0.44085282,-1.667125172,-3.770976616,0.536451169,-0.549518569,-1.136176066,-0.150618982,-0.828060523,-0.149931224,0.460797799,-1.187070151,-1.094910591,-1.044704264,-0.850756534,-0.04561161,-0.085434174,-1.114917563,-0.766347514,0.315439912
