turnover,code,age,gender,educ,manager,cont_hour,cont_type,lmx,infoshare,voice,paysatis,fair,proact,caropp,N,FTEN,FTELY,employee_council,hr_rep,n_levels,n_deps,n_magers,familybiz,HR1,HR2,HR3,HR4,HR5,HR6,HR7,HR8,HR9,superboard,adv_board,corp_entr,stratplan,entr_orient
1.333333333,ALgroen,46.14,0,4,0,6.44,1,3.58,4,2.75,4,3.38,-0.14,3,-26.27166437,-16.40302613,-14.52063274,-0.170563961,-0.44085282,-0.667125172,-1.770976616,-2.463548831,0.450481431,-1.136176066,0.849381018,1.171939477,-1.149931224,-0.539202201,-0.187070151,-0.094910591,0.955295736,0.149243466,-0.04561161,-0.085434174,0.742225294,-0.074039822,-0.462337865
1,ALgroen,30.14,0,3,0,6.44,0,4.67,5,2.75,4,3.32,-0.14,3,-26.27166437,-16.40302613,-14.52063274,-0.170563961,-0.44085282,-0.667125172,-1.770976616,-2.463548831,0.450481431,-1.136176066,0.849381018,1.171939477,-1.149931224,-0.539202201,-0.187070151,-0.094910591,0.955295736,0.149243466,-0.04561161,-0.085434174,0.742225294,-0.074039822,-0.462337865
2,ALgroen,61.14,0,7,0,6.44,1,3.83,3.5,2.75,2.67,2.94,0.26,3.33,-26.27166437,-16.40302613,-14.52063274,-0.170563961,-0.44085282,-0.667125172,-1.770976616,-2.463548831,0.450481431,-1.136176066,0.849381018,1.171939477,-1.149931224,-0.539202201,-0.187070151,-0.094910591,0.955295736,0.149243466,-0.04561161,-0.085434174,0.742225294,-0.074039822,-0.462337865
4,ALindigo,24.14,1,4,0,-31.56,1,3.67,2.5,2.5,4,3.25,0.06,2,-24.27166437,-22.40302613,-20.52063274,-0.170563961,-0.44085282,0.332874828,-0.770976616,-0.463548831,0.450481431,-0.136176066,-0.150618982,0.171939477,-1.149931224,0.460797799,0.812929849,-1.094910591,-0.044704264,-0.850756534,-0.04561161,-0.085434174,-0.972060421,-0.304809052,-1.017893421
3,ALindigo,19.14,0,3,0,-31.56,1,4,3,3,3.33,3.5,0.06,3,-24.27166437,-32.40302613,-20.52063274,-0.170563961,-0.44085282,0.332874828,-0.770976616,-0.463548831,0.450481431,-0.136176066,-0.150618982,0.171939477,-1.149931224,0.460797799,0.812929849,-1.094910591,-0.044704264,-0.850756534,-0.04561161,-0.085434174,-0.972060421,-0.304809052,-1.017893421
1.666666667,ALindigo,20.14,0,2,0,-17.56,0,3.75,3,3.25,5,3.5,-1.14,3,-24.27166437,-22.40302613,-20.52063274,-0.170563961,-0.44085282,0.332874828,-0.770976616,-0.463548831,0.450481431,-0.136176066,-0.150618982,0.171939477,-1.149931224,0.460797799,0.812929849,-1.094910591,-0.044704264,-0.850756534,-0.04561161,-0.085434174,-0.972060421,-0.304809052,-1.017893421
2.666666667,ALindigo,21.14,0,3,1,0.44,1,3.83,3,3,4.67,4.07,-0.34,4,-24.27166437,-26.40302613,-20.52063274,-0.170563961,-0.44085282,0.332874828,-0.770976616,-0.463548831,0.450481431,-0.136176066,-0.150618982,0.171939477,-1.149931224,0.460797799,0.812929849,-1.094910591,-0.044704264,-0.850756534,-0.04561161,-0.085434174,-0.972060421,-0.304809052,-1.017893421
2.333333333,ALindigo,26.14,1,3,1,6.44,1,4.08,5,4.25,4.33,3.88,0.66,3.66,-24.27166437,-27.40302613,-20.52063274,-0.170563961,-0.44085282,0.332874828,-0.770976616,-0.463548831,0.450481431,-0.136176066,-0.150618982,0.171939477,-1.149931224,0.460797799,0.812929849,-1.094910591,-0.044704264,-0.850756534,-0.04561161,-0.085434174,-0.972060421,-0.304809052,-1.017893421
2,ALindigo,22.14,1,5,0,-31.56,1,3.67,4,3.75,4,3.32,0.06,5,-24.27166437,-32.40302613,-20.52063274,-0.170563961,-0.44085282,0.332874828,-0.770976616,-0.463548831,0.450481431,-0.136176066,-0.150618982,0.171939477,-1.149931224,0.460797799,0.812929849,-1.094910591,-0.044704264,-0.850756534,-0.04561161,-0.085434174,-0.972060421,-0.304809052,-1.017893421
2,ALindigo,21.14,1,5,0,-31.56,0,3.67,4,3.75,4,3.57,0.06,2,-24.27166437,-28.40302613,-20.52063274,-0.170563961,-0.44085282,0.332874828,-0.770976616,-0.463548831,0.450481431,-0.136176066,-0.150618982,0.171939477,-1.149931224,0.460797799,0.812929849,-1.094910591,-0.044704264,-0.850756534,-0.04561161,-0.085434174,-0.972060421,-0.304809052,-1.017893421
1.333333333,ALindigo,18.14,0,2,1,6.44,0,4.33,3.5,3.25,5,3.94,-0.74,4,-24.27166437,-22.40302613,-20.52063274,-0.170563961,-0.44085282,0.332874828,-0.770976616,-0.463548831,0.450481431,-0.136176066,-0.150618982,0.171939477,-1.149931224,0.460797799,0.812929849,-1.094910591,-0.044704264,-0.850756534,-0.04561161,-0.085434174,-0.972060421,-0.304809052,-1.017893421
1.333333333,ALindigo,19.14,1,2,0,-15.56,0,3.83,4,3,4.33,3.57,-0.94,2.33,-24.27166437,-25.40302613,-20.52063274,-0.170563961,-0.44085282,0.332874828,-0.770976616,-0.463548831,0.450481431,-0.136176066,-0.150618982,0.171939477,-1.149931224,0.460797799,0.812929849,-1.094910591,-0.044704264,-0.850756534,-0.04561161,-0.085434174,-0.972060421,-0.304809052,-1.017893421
2,ALindigo,23.14,0,4,0,-31.56,1,4.67,1.5,2.25,3.67,3.19,-0.14,1,-24.27166437,-31.40302613,-20.52063274,-0.170563961,-0.44085282,0.332874828,-0.770976616,-0.463548831,0.450481431,-0.136176066,-0.150618982,0.171939477,-1.149931224,0.460797799,0.812929849,-1.094910591,-0.044704264,-0.850756534,-0.04561161,-0.085434174,-0.972060421,-0.304809052,-1.017893421
3.333333333,ALkaki,32.14,0,3,0,6.44,1,3.75,1,2,2.33,2.94,-0.94,3,-20.27166437,-13.40302613,-11.52063274,-0.170563961,-0.44085282,2.332874828,0.229023384,-1.463548831,0.450481431,-1.136176066,-0.150618982,0.171939477,-0.149931224,-0.539202201,-0.187070151,-0.094910591,-0.044704264,0.149243466,-0.04561161,-0.085434174,-0.972060421,,-1.90678231
1.666666667,ALkaki,39.14,0,3,1,6.44,1,3.33,3,3.25,2.33,3.25,0.06,3,-20.27166437,-13.40302613,-11.52063274,-0.170563961,-0.44085282,2.332874828,0.229023384,-1.463548831,0.450481431,-1.136176066,-0.150618982,0.171939477,-0.149931224,-0.539202201,-0.187070151,-0.094910591,-0.044704264,0.149243466,-0.04561161,-0.085434174,-0.972060421,,-1.90678231
2.333333333,ALkaki,24.14,0,3,0,6.44,1,3.92,5,4.75,3.33,3.5,-0.14,3.66,-20.27166437,-13.40302613,-11.52063274,-0.170563961,-0.44085282,2.332874828,0.229023384,-1.463548831,0.450481431,-1.136176066,-0.150618982,0.171939477,-0.149931224,-0.539202201,-0.187070151,-0.094910591,-0.044704264,0.149243466,-0.04561161,-0.085434174,-0.972060421,,-1.90678231
2,ALkaki,19.14,0,2,0,6.44,0,3.67,5,4.75,3.33,3.32,-0.94,4,-20.27166437,-13.40302613,-11.52063274,-0.170563961,-0.44085282,2.332874828,0.229023384,-1.463548831,0.450481431,-1.136176066,-0.150618982,0.171939477,-0.149931224,-0.539202201,-0.187070151,-0.094910591,-0.044704264,0.149243466,-0.04561161,-0.085434174,-0.972060421,,-1.90678231
4,ALkaki,21.14,0,2,0,4.44,1,3,3.5,3.25,2.67,2.75,-0.54,2,-20.27166437,-13.40302613,-11.52063274,-0.170563961,-0.44085282,2.332874828,0.229023384,-1.463548831,0.450481431,-1.136176066,-0.150618982,0.171939477,-0.149931224,-0.539202201,-0.187070151,-0.094910591,-0.044704264,0.149243466,-0.04561161,-0.085434174,-0.972060421,,-1.90678231
1.333333333,ALkaki,29.14,0,3,1,6.44,1,4.67,3.5,3.5,3,3.32,0.46,3,-20.27166437,-13.40302613,-11.52063274,-0.170563961,-0.44085282,2.332874828,0.229023384,-1.463548831,0.450481431,-1.136176066,-0.150618982,0.171939477,-0.149931224,-0.539202201,-0.187070151,-0.094910591,-0.044704264,0.149243466,-0.04561161,-0.085434174,-0.972060421,,-1.90678231
2.333333333,ALkaki,36.14,0,3,1,6.44,1,3.92,3,3,3.33,3.25,0.06,3.33,-20.27166437,-13.40302613,-11.52063274,-0.170563961,-0.44085282,2.332874828,0.229023384,-1.463548831,0.450481431,-1.136176066,-0.150618982,0.171939477,-0.149931224,-0.539202201,-0.187070151,-0.094910591,-0.044704264,0.149243466,-0.04561161,-0.085434174,-0.972060421,,-1.90678231
2.666666667,ALkaki,37.14,0,3,1,6.44,1,3.83,3,2.75,3.33,3.44,0.06,3,-20.27166437,-13.40302613,-11.52063274,-0.170563961,-0.44085282,2.332874828,0.229023384,-1.463548831,0.450481431,-1.136176066,-0.150618982,0.171939477,-0.149931224,-0.539202201,-0.187070151,-0.094910591,-0.044704264,0.149243466,-0.04561161,-0.085434174,-0.972060421,,-1.90678231
1.333333333,ALkaki,19.14,0,2,0,8.44,0,3.42,2.5,2.75,3.67,3.69,-1.34,4,-20.27166437,-13.40302613,-11.52063274,-0.170563961,-0.44085282,2.332874828,0.229023384,-1.463548831,0.450481431,-1.136176066,-0.150618982,0.171939477,-0.149931224,-0.539202201,-0.187070151,-0.094910591,-0.044704264,0.149243466,-0.04561161,-0.085434174,-0.972060421,,-1.90678231
2.666666667,ALkaki,36.14,0,3,1,8.44,1,3.17,3,3,3,2.88,-0.94,3,-20.27166437,-13.40302613,-11.52063274,-0.170563961,-0.44085282,2.332874828,0.229023384,-1.463548831,0.450481431,-1.136176066,-0.150618982,0.171939477,-0.149931224,-0.539202201,-0.187070151,-0.094910591,-0.044704264,0.149243466,-0.04561161,-0.085434174,-0.972060421,,-1.90678231
3,ALkaki,24.14,0,2,0,6.44,1,3.5,3.5,2,3,3.32,-0.34,2.66,-20.27166437,-13.40302613,-11.52063274,-0.170563961,-0.44085282,2.332874828,0.229023384,-1.463548831,0.450481431,-1.136176066,-0.150618982,0.171939477,-0.149931224,-0.539202201,-0.187070151,-0.094910591,-0.044704264,0.149243466,-0.04561161,-0.085434174,-0.972060421,,-1.90678231
1.333333333,ALkaki,59.14,0,2,0,-1.56,1,3.92,4,3.25,2.67,3.44,1.06,3.66,-20.27166437,-13.40302613,-11.52063274,-0.170563961,-0.44085282,2.332874828,0.229023384,-1.463548831,0.450481431,-1.136176066,-0.150618982,0.171939477,-0.149931224,-0.539202201,-0.187070151,-0.094910591,-0.044704264,0.149243466,-0.04561161,-0.085434174,-0.972060421,,-1.90678231
1.333333333,ALkaki,42.14,0,3,1,6.44,1,3.58,2,2.5,2.67,3.32,-0.14,2.33,-20.27166437,-13.40302613,-11.52063274,-0.170563961,-0.44085282,2.332874828,0.229023384,-1.463548831,0.450481431,-1.136176066,-0.150618982,0.171939477,-0.149931224,-0.539202201,-0.187070151,-0.094910591,-0.044704264,0.149243466,-0.04561161,-0.085434174,-0.972060421,,-1.90678231
1.333333333,ALkaki,18.14,0,2,0,8.44,1,3.58,2.5,4.25,4,3.88,-0.54,4,-20.27166437,-13.40302613,-11.52063274,-0.170563961,-0.44085282,2.332874828,0.229023384,-1.463548831,0.450481431,-1.136176066,-0.150618982,0.171939477,-0.149931224,-0.539202201,-0.187070151,-0.094910591,-0.044704264,0.149243466,-0.04561161,-0.085434174,-0.972060421,,-1.90678231
1.666666667,ALkaki,26.14,0,3,0,6.44,1,4.58,4,4,3,3,-0.54,4,-20.27166437,-13.40302613,-11.52063274,-0.170563961,-0.44085282,2.332874828,0.229023384,-1.463548831,0.450481431,-1.136176066,-0.150618982,0.171939477,-0.149931224,-0.539202201,-0.187070151,-0.094910591,-0.044704264,0.149243466,-0.04561161,-0.085434174,-0.972060421,,-1.90678231
2,ALpaars,51.14,1,5,0,-11.56,0,4.08,2,2.75,4,3.63,0.06,3,-29.27166437,-25.40302613,-23.52063274,-0.170563961,0.55914718,0.332874828,-2.770976616,-1.463548831,0.450481431,-1.136176066,0.849381018,0.171939477,-0.149931224,-0.539202201,0.812929849,0.905089409,-0.044704264,0.149243466,-0.04561161,-0.085434174,0.313653865,0.156729409,0.537662135
2.666666667,ALpaars,21.14,0,4,0,-31.56,1,4.83,3.5,4,3.67,4.25,0.06,3.33,-29.27166437,-25.40302613,-23.52063274,-0.170563961,0.55914718,0.332874828,-2.770976616,-1.463548831,0.450481431,-1.136176066,0.849381018,0.171939477,-0.149931224,-0.539202201,0.812929849,0.905089409,-0.044704264,0.149243466,-0.04561161,-0.085434174,0.313653865,0.156729409,0.537662135
2,ALpaars,23.14,1,5,0,-23.56,1,3.75,2,2.5,3.67,3.32,-0.74,1.33,-29.27166437,-25.40302613,-23.52063274,-0.170563961,0.55914718,0.332874828,-2.770976616,-1.463548831,0.450481431,-1.136176066,0.849381018,0.171939477,-0.149931224,-0.539202201,0.812929849,0.905089409,-0.044704264,0.149243466,-0.04561161,-0.085434174,0.313653865,0.156729409,0.537662135
2.333333333,ALpaars,47.14,1,3,0,-7.56,1,4.17,2.5,3,4.33,4.19,0.46,3.33,-29.27166437,-25.40302613,-23.52063274,-0.170563961,0.55914718,0.332874828,-2.770976616,-1.463548831,0.450481431,-1.136176066,0.849381018,0.171939477,-0.149931224,-0.539202201,0.812929849,0.905089409,-0.044704264,0.149243466,-0.04561161,-0.085434174,0.313653865,0.156729409,0.537662135
2,ALpaars,28.14,1,3,0,0.44,1,4.33,2,3,4.33,3.94,0.06,2.66,-29.27166437,-25.40302613,-23.52063274,-0.170563961,0.55914718,0.332874828,-2.770976616,-1.463548831,0.450481431,-1.136176066,0.849381018,0.171939477,-0.149931224,-0.539202201,0.812929849,0.905089409,-0.044704264,0.149243466,-0.04561161,-0.085434174,0.313653865,0.156729409,0.537662135
1.666666667,ALrood,19.14,0,1,0,-21.56,1,3.83,3.5,4,4.67,4.44,0.26,3.33,-20.27166437,-30.40302613,-27.52063274,-0.170563961,0.55914718,-2.667125172,-3.770976616,-1.463548831,0.450481431,-1.136176066,1.849381018,1.171939477,-1.149931224,-0.539202201,-0.187070151,-0.094910591,-0.044704264,0.149243466,-0.04561161,-0.085434174,1.456511008,0.925960178,1.982106579
1.333333333,ALrood,17.14,1,1,0,-19.56,0,4,2,4.25,4,4,-0.74,3.66,-20.27166437,-30.40302613,-27.52063274,-0.170563961,0.55914718,-2.667125172,-3.770976616,-1.463548831,0.450481431,-1.136176066,1.849381018,1.171939477,-1.149931224,-0.539202201,-0.187070151,-0.094910591,-0.044704264,0.149243466,-0.04561161,-0.085434174,1.456511008,0.925960178,1.982106579
1,ALrood,33.14,1,3,1,4.44,1,4.25,3.5,3.25,4,3,1.06,3,-20.27166437,-30.40302613,-27.52063274,-0.170563961,0.55914718,-2.667125172,-3.770976616,-1.463548831,0.450481431,-1.136176066,1.849381018,1.171939477,-1.149931224,-0.539202201,-0.187070151,-0.094910591,-0.044704264,0.149243466,-0.04561161,-0.085434174,1.456511008,0.925960178,1.982106579
1,ALrood,18.14,0,4,0,-21.56,1,4.08,3.5,3.25,5,5,-0.74,2.66,-20.27166437,-30.40302613,-27.52063274,-0.170563961,0.55914718,-2.667125172,-3.770976616,-1.463548831,0.450481431,-1.136176066,1.849381018,1.171939477,-1.149931224,-0.539202201,-0.187070151,-0.094910591,-0.044704264,0.149243466,-0.04561161,-0.085434174,1.456511008,0.925960178,1.982106579
1,ALrood,17.14,1,4,0,-27.56,0,4.42,3,3.75,5,3.88,-0.14,3.66,-20.27166437,-30.40302613,-27.52063274,-0.170563961,0.55914718,-2.667125172,-3.770976616,-1.463548831,0.450481431,-1.136176066,1.849381018,1.171939477,-1.149931224,-0.539202201,-0.187070151,-0.094910591,-0.044704264,0.149243466,-0.04561161,-0.085434174,1.456511008,0.925960178,1.982106579
1,ALrood,19.14,1,4,0,-27.56,0,4.42,3,3.75,5,3.32,-0.14,3,-20.27166437,-30.40302613,-27.52063274,-0.170563961,0.55914718,-2.667125172,-3.770976616,-1.463548831,0.450481431,-1.136176066,1.849381018,1.171939477,-1.149931224,-0.539202201,-0.187070151,-0.094910591,-0.044704264,0.149243466,-0.04561161,-0.085434174,1.456511008,0.925960178,1.982106579
1,ALrood,18.14,0,1,0,-21.56,1,4,3.5,3.75,4,3.69,0.06,3.33,-20.27166437,-30.40302613,-27.52063274,-0.170563961,0.55914718,-2.667125172,-3.770976616,-1.463548831,0.450481431,-1.136176066,1.849381018,1.171939477,-1.149931224,-0.539202201,-0.187070151,-0.094910591,-0.044704264,0.149243466,-0.04561161,-0.085434174,1.456511008,0.925960178,1.982106579
1.333333333,ALroze,20.14,1,4,0,-31.56,1,3.92,2,3.25,2.33,3.44,1.06,2.66,-14.27166437,-27.40302613,-23.52063274,-0.170563961,0.55914718,-0.667125172,-1.770976616,-1.463548831,0.450481431,0.863823934,-1.150618982,-0.828060523,-0.149931224,-0.539202201,-0.187070151,-1.094910591,-0.044704264,0.149243466,-0.04561161,0.914565826,-0.543488992,0.156729409,1.315439912
2.333333333,ALroze,21.14,1,5,0,-31.56,1,4.33,2,2.25,4,3.75,0.06,2.66,-14.27166437,-27.40302613,-23.52063274,-0.170563961,0.55914718,-0.667125172,-1.770976616,-1.463548831,0.450481431,0.863823934,-1.150618982,-0.828060523,-0.149931224,-0.539202201,-0.187070151,-1.094910591,-0.044704264,0.149243466,-0.04561161,0.914565826,-0.543488992,0.156729409,1.315439912
2,ALroze,22.14,1,5,0,-31.56,0,3.42,1.5,2.75,3.67,3.63,0.06,1.66,-14.27166437,-27.40302613,-23.52063274,-0.170563961,0.55914718,-0.667125172,-1.770976616,-1.463548831,0.450481431,0.863823934,-1.150618982,-0.828060523,-0.149931224,-0.539202201,-0.187070151,-1.094910591,-0.044704264,0.149243466,-0.04561161,0.914565826,-0.543488992,0.156729409,1.315439912
1,ALroze,24.14,1,2,0,-11.56,1,4.58,5,2.25,3.67,4.44,-1.14,3.66,-14.27166437,-27.40302613,-23.52063274,-0.170563961,0.55914718,-0.667125172,-1.770976616,-1.463548831,0.450481431,0.863823934,-1.150618982,-0.828060523,-0.149931224,-0.539202201,-0.187070151,-1.094910591,-0.044704264,0.149243466,-0.04561161,0.914565826,-0.543488992,0.156729409,1.315439912
1,ALroze,20.14,1,4,0,-31.56,1,4.25,4,4,3.33,3.44,0.26,3,-14.27166437,-27.40302613,-23.52063274,-0.170563961,0.55914718,-0.667125172,-1.770976616,-1.463548831,0.450481431,0.863823934,-1.150618982,-0.828060523,-0.149931224,-0.539202201,-0.187070151,-1.094910591,-0.044704264,0.149243466,-0.04561161,0.914565826,-0.543488992,0.156729409,1.315439912
2,ALturquoise,30.14,0,5,1,8.44,1,3.42,4,3,3.33,3.57,0.06,4,-29.27166437,-32.40302613,-28.52063274,-0.170563961,0.55914718,0.332874828,-1.770976616,-2.463548831,-0.549518569,-0.136176066,-0.150618982,0.171939477,-0.149931224,-0.539202201,0.812929849,0.905089409,0.955295736,1.149243466,-0.04561161,-0.085434174,0.599368151,0.38749864,1.315439912
